RetailStore,CustomerID,TransactionID,Transaction Time,ProductID,Cost
3,1053,3ID10107,05-01-2019 11:37,3,142.25
3,1053,3ID10107,05-01-2019 11:37,3,142.25
3,1053,3ID10107,05-01-2019 11:37,3,142.25
3,1054,3ID10108,05-01-2019 11:53,12,287.25
3,1054,3ID10108,05-01-2019 11:53,12,187.25
3,1054,3ID10108,05-01-2019 11:53,10,137.25
3,1054,3ID10108,05-01-2019 11:53,1,192
3,1055,3ID10109,05-01-2019 12:13,2,197.25
3,1056,3ID10110,05-01-2019 12:26,14,192
1,1057,1ID10111,05-01-2019 12:38,4,144.75
1,1013,1ID10112,05-01-2019 12:43,3,142.25
3,1058,3ID10113,05-01-2019 15:05,18,192
3,1058,3ID10113,05-01-2019 15:05,5,197
3,1058,3ID10113,05-01-2019 15:05,17,197.25
3,1058,3ID10113,05-01-2019 15:05,15,247
3,1058,3ID10113,05-01-2019 15:05,15,210.75
3,1058,3ID10113,05-01-2019 15:05,10,192
3,1058,3ID10113,05-01-2019 15:05,5,242
3,1059,3ID10114,05-01-2019 16:03,22,147.25
3,1059,3ID10114,05-01-2019 16:03,6,142.25
1,1012,1ID10115,05-01-2019 17:11,17,199.75
1,1012,1ID10115,05-01-2019 17:11,17,199.75
2,1060,2ID10116,05-01-2019 19:14,1,210.75
2,1060,2ID10116,05-01-2019 19:14,7,216
2,1061,2ID10117,05-01-2019 21:01,17,197.25
2,1061,2ID10117,05-01-2019 21:01,2,197.25
2,1061,2ID10117,05-01-2019 21:01,19,197.25
1,1062,1ID10118,05-01-2019 19:30,16,203.25
1,1062,1ID10118,05-01-2019 19:30,2,189.75
3,1063,3ID10119,06-01-2019 09:03,3,198.25
3,1064,3ID10120,06-01-2019 10:04,16,27.25
3,1064,3ID10120,06-01-2019 10:04,4,142.25
2,1065,2ID10121,06-01-2019 11:32,6,204.5
2,1066,2ID10122,06-01-2019 11:33,3,204.5
2,1067,2ID10123,06-01-2019 11:34,13,197.25
2,1067,2ID10123,06-01-2019 11:34,9,197.25
2,1068,2ID10124,06-01-2019 11:34,6,204.5
2,1069,2ID10125,06-01-2019 11:38,2,197.25
2,1069,2ID10125,06-01-2019 11:38,2,197.25
2,1069,2ID10125,06-01-2019 11:38,6,147.25
2,1069,2ID10125,06-01-2019 11:38,4,204.5
2,1069,2ID10125,06-01-2019 11:38,3,254.5
2,1069,2ID10125,06-01-2019 11:38,3,147.25
2,1070,2ID10126,06-01-2019 11:54,2,197.25
2,1070,2ID10126,06-01-2019 11:54,2,292
2,1071,2ID10127,06-01-2019 11:59,17,316
2,1072,2ID10128,06-01-2019 12:01,2,197.25
2,1073,2ID10129,06-01-2019 12:09,5,360.75
3,1074,3ID10130,06-01-2019 11:11,16,27.25
3,1074,3ID10130,06-01-2019 11:11,17,197.25
2,1002,2ID10131,06-01-2019 12:13,17,197.25
2,1002,2ID10131,06-01-2019 12:13,20,27.25
2,1002,2ID10131,06-01-2019 12:13,8,97.25
2,1002,2ID10131,06-01-2019 12:13,2,47.25
2,1075,2ID10132,06-01-2019 12:14,4,204.5
2,1075,2ID10132,06-01-2019 12:14,8,204.5
3,1076,3ID10133,06-01-2019 11:49,4,197
3,1076,3ID10133,06-01-2019 11:49,22,202
1,1077,1ID10134,06-01-2019 10:53,17,257
1,1078,1ID10135,06-01-2019 10:55,21,139.75
2,1079,2ID10136,06-01-2019 13:13,21,147.25
1,1080,1ID10137,06-01-2019 11:21,1,197
2,1081,2ID10138,06-01-2019 13:30,8,204.5
3,1082,3ID10139,06-01-2019 12:57,16,137.25
1,1083,1ID10140,06-01-2019 12:01,16,27.25
1,1083,1ID10140,06-01-2019 12:01,8,149.75
1,1083,1ID10140,06-01-2019 12:01,8,149.75
1,1083,1ID10140,06-01-2019 12:01,10,139.75
1,1083,1ID10140,06-01-2019 12:01,1,139.75
1,1084,1ID10141,06-01-2019 12:23,21,139.75
1,1084,1ID10141,06-01-2019 12:23,14,139.75
1,1084,1ID10141,06-01-2019 12:23,16,27.25
2,1085,2ID10142,06-01-2019 14:26,19,147.25
2,1085,2ID10142,06-01-2019 14:26,14,147.25
2,1085,2ID10142,06-01-2019 14:26,14,204.5
1,1086,1ID10143,06-01-2019 12:30,4,202
3,1087,3ID10144,06-01-2019 13:37,6,192.25
3,1088,3ID10145,06-01-2019 14:06,4,31.25
3,1088,3ID10145,06-01-2019 14:06,15,192.25
3,1088,3ID10145,06-01-2019 14:06,7,192.25
1,1089,1ID10146,06-01-2019 13:18,4,144.75
3,1090,3ID10147,06-01-2019 14:52,20,27.25
3,1090,3ID10147,06-01-2019 14:52,5,142.25
3,1090,3ID10147,06-01-2019 14:52,5,142.25
3,1090,3ID10147,06-01-2019 14:52,8,87.25
3,1090,3ID10147,06-01-2019 14:52,3,142.25
2,1091,2ID10148,06-01-2019 18:37,7,316
1,1012,1ID10149,06-01-2019 17:09,17,199.75
1,1012,1ID10149,06-01-2019 17:09,17,199.75
2,1092,2ID10150,06-01-2019 20:46,13,254.5
2,1092,2ID10150,06-01-2019 20:46,14,204.5
2,1093,2ID10151,07-01-2019 11:13,13,197.25
2,1093,2ID10151,07-01-2019 11:13,9,197.25
2,1094,2ID10152,07-01-2019 13:17,10,147.25
2,1094,2ID10152,07-01-2019 13:17,13,106
1,1095,1ID10153,07-01-2019 11:23,5,208.25
1,1096,1ID10154,07-01-2019 12:15,7,270.75
1,1096,1ID10154,07-01-2019 12:15,3,197
2,1097,2ID10155,07-01-2019 16:36,8,166
2,1098,2ID10156,07-01-2019 17:39,13,260.75
2,1098,2ID10156,07-01-2019 17:39,12,197.25
2,1099,2ID10157,07-01-2019 18:00,6,204.5
2,1099,2ID10157,07-01-2019 18:00,6,204.5
2,1100,2ID10158,07-01-2019 18:37,15,254.5
1,1012,1ID10159,07-01-2019 17:01,17,199.75
1,1012,1ID10159,07-01-2019 17:01,17,199.75
1,1101,1ID10160,07-01-2019 17:06,4,31.25
1,1101,1ID10160,07-01-2019 17:06,22,149.75
1,1101,1ID10160,07-01-2019 17:06,14,139.75
1,1101,1ID10160,07-01-2019 17:06,16,27.25
1,1101,1ID10160,07-01-2019 17:06,4,144.75
3,1102,3ID10161,08-01-2019 09:20,4,142.25
3,1102,3ID10161,08-01-2019 09:20,4,142.25
3,1102,3ID10161,08-01-2019 09:20,4,142.25
2,1103,2ID10162,08-01-2019 12:05,3,147.25
2,1103,2ID10162,08-01-2019 12:05,6,204.5
2,1104,2ID10163,08-01-2019 13:18,15,197.25
2,1104,2ID10163,08-01-2019 13:18,9,197.25
2,1104,2ID10163,08-01-2019 13:18,10,147.25
2,1104,2ID10163,08-01-2019 13:18,10,147.25
2,1105,2ID10164,08-01-2019 14:32,14,217
2,1105,2ID10164,08-01-2019 14:32,6,99.75
2,1106,2ID10165,08-01-2019 15:30,13,260.75
2,1107,2ID10166,08-01-2019 15:59,20,999.75
2,1107,2ID10166,08-01-2019 15:59,20,999.75
2,1107,2ID10166,08-01-2019 15:59,16,24.75
2,1108,2ID10167,08-01-2019 17:17,9,197.25
2,1108,2ID10167,08-01-2019 17:17,13,197.25
2,1098,2ID10168,08-01-2019 17:25,5,147.25
2,1098,2ID10168,08-01-2019 17:25,13,260.75
2,1098,2ID10168,08-01-2019 17:25,12,297.25
2,1109,2ID10169,08-01-2019 18:30,19,204.5
2,1109,2ID10169,08-01-2019 18:30,14,204.5
2,1110,2ID10170,08-01-2019 19:03,8,97.25
2,1110,2ID10170,08-01-2019 19:03,14,147.25
2,1110,2ID10170,08-01-2019 19:03,12,197.25
2,1110,2ID10170,08-01-2019 19:03,12,197.25
2,1110,2ID10170,08-01-2019 19:03,10,147.25
3,1111,3ID10171,09-01-2019 10:02,5,142.25
3,1111,3ID10171,09-01-2019 10:02,18,137.25
3,1111,3ID10171,09-01-2019 10:02,18,137.25
3,1111,3ID10171,09-01-2019 10:02,1,137.25
3,1111,3ID10171,09-01-2019 10:02,1,137.25
3,1111,3ID10171,09-01-2019 10:02,4,31.25
3,1111,3ID10171,09-01-2019 10:02,4,31.25
3,1111,3ID10171,09-01-2019 10:02,10,137.25
3,1111,3ID10171,09-01-2019 10:02,16,27.25
2,1112,2ID10172,09-01-2019 11:27,18,217
2,1113,2ID10173,09-01-2019 12:02,7,197.25
2,1113,2ID10173,09-01-2019 12:02,6,147.25
2,1113,2ID10173,09-01-2019 12:02,6,147.25
2,1113,2ID10173,09-01-2019 12:02,9,197.25
3,1114,3ID10174,09-01-2019 11:15,1,137.25
3,1114,3ID10174,09-01-2019 11:15,13,187.25
3,1114,3ID10174,09-01-2019 11:15,4,142.25
3,1114,3ID10174,09-01-2019 11:15,11,187.25
3,1114,3ID10174,09-01-2019 11:15,14,137.25
3,1115,3ID10175,09-01-2019 11:36,18,192
2,1116,2ID10176,09-01-2019 12:54,17,254.5
2,1116,2ID10176,09-01-2019 12:54,13,260.75
3,1117,3ID10177,09-01-2019 12:00,4,142.25
3,1117,3ID10177,09-01-2019 12:00,5,142.25
3,1118,3ID10178,09-01-2019 12:11,9,248.25
3,1119,3ID10179,09-01-2019 12:19,5,197
3,1120,3ID10180,09-01-2019 12:19,13,187.25
3,1121,3ID10181,09-01-2019 12:39,2,197.25
2,1050,2ID10182,09-01-2019 15:38,13,197.25
1,1122,1ID10183,09-01-2019 15:55,11,239.75
1,1122,1ID10183,09-01-2019 15:55,6,197
2,1123,2ID10184,09-01-2019 19:49,1,147.25
2,1123,2ID10184,09-01-2019 19:49,13,260.75
1,1004,1ID10185,09-01-2019 20:17,21,203.25
1,1124,1ID10186,09-01-2019 20:48,13,253.25
1,1124,1ID10186,09-01-2019 20:48,15,258.25
2,1125,2ID10187,10-01-2019 11:13,19,254.5
3,1126,3ID10188,10-01-2019 11:16,6,142.25
3,1126,3ID10188,10-01-2019 11:16,16,27.25
3,1126,3ID10188,10-01-2019 11:16,14,137.25
3,1127,3ID10189,10-01-2019 12:02,7,192.25
3,1127,3ID10189,10-01-2019 12:02,7,192.25
3,1128,3ID10190,10-01-2019 12:05,1,198.25
3,1128,3ID10190,10-01-2019 12:05,20,27.25
3,1129,3ID10191,10-01-2019 12:38,2,197.25
3,1129,3ID10191,10-01-2019 12:38,13,187.25
3,1129,3ID10191,10-01-2019 12:38,20,27.25
2,1130,2ID10192,10-01-2019 13:39,20,1374.75
2,1130,2ID10192,10-01-2019 13:39,20,1374.75
2,1130,2ID10192,10-01-2019 13:39,20,1374.75
1,1131,1ID10193,10-01-2019 12:18,18,197
3,1132,3ID10194,10-01-2019 15:15,1,192
3,1132,3ID10194,10-01-2019 15:15,5,197
1,1004,1ID10195,10-01-2019 19:45,3,197
2,1133,2ID10196,11-01-2019 11:40,3,204.5
2,1133,2ID10196,11-01-2019 11:40,12,254.5
2,1133,2ID10196,11-01-2019 11:40,18,204.5
2,1133,2ID10196,11-01-2019 11:40,18,147.25
3,1074,3ID10197,11-01-2019 11:41,15,192.25
3,1134,3ID10198,11-01-2019 12:10,18,137.25
3,1134,3ID10198,11-01-2019 12:10,8,187.25
3,1135,3ID10199,11-01-2019 12:25,3,137.25
3,1135,3ID10199,11-01-2019 12:25,5,142.25
3,1136,3ID10200,11-01-2019 12:32,21,137.25
3,1136,3ID10200,11-01-2019 12:32,1,187.25
3,1136,3ID10200,11-01-2019 12:32,21,137.25
3,1121,3ID10201,11-01-2019 12:46,2,258.25
1,1035,1ID10202,11-01-2019 13:01,18,139.75
2,1137,2ID10203,11-01-2019 15:33,15,197.25
2,1138,2ID10204,11-01-2019 16:30,11,197.25
2,1138,2ID10204,11-01-2019 16:30,14,147.25
2,1138,2ID10204,11-01-2019 16:30,11,122.25
2,1094,2ID10205,11-01-2019 16:45,2,297.25
2,1094,2ID10205,11-01-2019 16:45,19,197.25
2,1094,2ID10205,11-01-2019 16:45,11,197.25
2,1139,2ID10206,11-01-2019 18:31,2,254.5
2,1139,2ID10206,11-01-2019 18:31,7,216
2,1092,2ID10207,11-01-2019 18:48,13,197.25
2,1092,2ID10207,11-01-2019 18:48,18,42.25
2,1092,2ID10207,11-01-2019 18:48,2,47.25
2,1092,2ID10207,11-01-2019 18:48,14,147.25
3,1140,3ID10208,12-01-2019 10:12,13,242
3,1140,3ID10208,12-01-2019 10:12,13,248.25
3,1140,3ID10208,12-01-2019 10:12,1,199.75
2,1067,2ID10209,12-01-2019 11:19,2,228.5
2,1067,2ID10209,12-01-2019 11:19,7,197.25
1,1141,1ID10210,12-01-2019 10:44,3,139.75
1,1141,1ID10210,12-01-2019 10:44,12,53.5
3,1011,3ID10211,12-01-2019 11:49,22,202
1,1142,1ID10212,12-01-2019 10:53,5,202
1,1142,1ID10212,12-01-2019 10:53,10,139.75
1,1142,1ID10212,12-01-2019 10:53,9,104.75
1,1142,1ID10212,12-01-2019 10:53,14,197
3,1143,3ID10213,12-01-2019 12:25,14,192
1,1144,1ID10214,12-01-2019 11:34,1,203.25
3,1145,3ID10215,12-01-2019 14:26,15,192.25
1,1146,1ID10216,12-01-2019 13:49,3,197
2,1147,2ID10217,12-01-2019 17:35,7,197.25
2,1147,2ID10217,12-01-2019 17:35,17,197.25
2,1148,2ID10218,12-01-2019 17:56,3,204.5
2,1148,2ID10218,12-01-2019 17:56,10,204.5
3,1149,3ID10219,12-01-2019 17:49,10,204.5
1,1012,1ID10220,12-01-2019 17:01,17,199.75
1,1012,1ID10220,12-01-2019 17:01,17,199.75
2,1150,2ID10221,12-01-2019 19:19,7,228.5
2,1151,2ID10222,12-01-2019 19:22,7,297.25
2,1152,2ID10223,12-01-2019 19:29,13,254.5
2,1153,2ID10224,12-01-2019 19:36,12,197.25
2,1153,2ID10224,12-01-2019 19:36,18,137.25
2,1153,2ID10224,12-01-2019 19:36,13,197.25
1,1154,1ID10225,12-01-2019 17:48,15,258.25
1,1154,1ID10225,12-01-2019 17:48,2,263.25
1,1155,1ID10226,12-01-2019 18:02,18,189.75
1,1155,1ID10226,12-01-2019 18:02,22,149.75
2,1156,2ID10227,13-01-2019 07:45,20,999.75
2,1156,2ID10227,13-01-2019 07:45,13,1124.75
3,1157,3ID10228,13-01-2019 09:37,5,142.25
3,1157,3ID10228,13-01-2019 09:37,5,142.25
3,1157,3ID10228,13-01-2019 09:37,8,147.25
3,1157,3ID10228,13-01-2019 09:37,3,137.25
2,1158,2ID10229,13-01-2019 11:10,15,197.25
2,1158,2ID10229,13-01-2019 11:10,17,18.75
3,1159,3ID10230,13-01-2019 10:47,8,87.25
3,1159,3ID10230,13-01-2019 10:47,12,187.25
3,1159,3ID10230,13-01-2019 10:47,22,147.25
2,1160,2ID10231,13-01-2019 11:53,8,147.25
2,1160,2ID10231,13-01-2019 11:53,8,147.25
2,1160,2ID10231,13-01-2019 11:53,8,147.25
2,1160,2ID10231,13-01-2019 11:53,8,147.25
2,1160,2ID10231,13-01-2019 11:53,8,147.25
2,1160,2ID10231,13-01-2019 11:53,2,197.25
1,1161,1ID10232,13-01-2019 10:20,8,184.75
1,1161,1ID10232,13-01-2019 10:20,18,139.75
1,1161,1ID10232,13-01-2019 10:20,5,202
1,1161,1ID10232,13-01-2019 10:20,21,139.75
3,1162,3ID10233,13-01-2019 11:44,2,252
1,1163,1ID10234,13-01-2019 10:53,14,139.75
1,1163,1ID10234,13-01-2019 10:53,3,139.75
1,1163,1ID10234,13-01-2019 10:53,22,149.75
1,1163,1ID10234,13-01-2019 10:53,22,149.75
3,1164,3ID10235,13-01-2019 11:57,17,252
1,1165,1ID10236,13-01-2019 11:00,4,202
3,1166,3ID10237,13-01-2019 12:01,10,192
1,1042,1ID10238,13-01-2019 11:19,9,189.75
1,1042,1ID10238,13-01-2019 11:19,17,18.75
1,1042,1ID10238,13-01-2019 11:19,5,184.75
1,1167,1ID10239,13-01-2019 11:35,18,139.75
1,1167,1ID10239,13-01-2019 11:35,17,199.75
1,1167,1ID10239,13-01-2019 11:35,2,189.75
1,1167,1ID10239,13-01-2019 11:35,10,139.75
1,1167,1ID10239,13-01-2019 11:35,2,208.5
1,1167,1ID10239,13-01-2019 11:35,3,179.75
1,1167,1ID10239,13-01-2019 11:35,12,189.75
1,1004,1ID10240,13-01-2019 11:36,21,197
1,1168,1ID10241,13-01-2019 12:40,18,197
2,1169,2ID10242,13-01-2019 16:06,1,147.25
2,1169,2ID10242,13-01-2019 16:06,1,147.25
2,1169,2ID10242,13-01-2019 16:06,5,147.25
2,1169,2ID10242,13-01-2019 16:06,22,147.25
3,1170,3ID10243,13-01-2019 16:13,7,187.25
3,1170,3ID10243,13-01-2019 16:13,7,206
3,1170,3ID10243,13-01-2019 16:13,7,206
1,1012,1ID10244,13-01-2019 17:03,17,199.75
1,1012,1ID10244,13-01-2019 17:03,17,199.75
3,1171,3ID10245,13-01-2019 19:17,13,187.25
3,1171,3ID10245,13-01-2019 19:17,15,211
2,1172,2ID10246,14-01-2019 11:29,9,197.25
2,1172,2ID10246,14-01-2019 11:29,19,197.25
2,1172,2ID10246,14-01-2019 11:29,14,204.5
2,1173,2ID10247,14-01-2019 12:35,12,197.25
3,1174,3ID10248,14-01-2019 13:16,2,187.25
3,1174,3ID10248,14-01-2019 13:16,12,187.25
1,1175,1ID10249,14-01-2019 12:39,17,199.75
1,1175,1ID10249,14-01-2019 12:39,15,194.75
1,1131,1ID10250,14-01-2019 13:03,18,197
2,1176,2ID10251,14-01-2019 16:58,8,97.25
2,1176,2ID10251,14-01-2019 16:58,19,147.25
2,1176,2ID10251,14-01-2019 16:58,6,147.25
2,1176,2ID10251,14-01-2019 16:58,10,147.25
2,1176,2ID10251,14-01-2019 16:58,1,147.25
2,1177,2ID10252,14-01-2019 18:49,17,260.75
2,1177,2ID10252,14-01-2019 18:49,17,260.75
2,1177,2ID10252,14-01-2019 18:49,20,27.25
1,1012,1ID10253,14-01-2019 17:22,17,199.75
1,1012,1ID10253,14-01-2019 17:22,17,199.75
1,1178,1ID10254,14-01-2019 17:35,5,248.25
1,1179,1ID10255,14-01-2019 18:09,7,194.75
1,1179,1ID10255,14-01-2019 18:09,11,189.75
1,1179,1ID10255,14-01-2019 18:09,16,27.25
3,1180,3ID10256,15-01-2019 09:53,4,142.25
3,1180,3ID10256,15-01-2019 09:53,4,197
2,1181,2ID10257,15-01-2019 12:10,4,147.25
2,1181,2ID10257,15-01-2019 12:10,22,159.75
2,1181,2ID10257,15-01-2019 12:10,1,147.25
2,1181,2ID10257,15-01-2019 12:10,5,147.25
2,1182,2ID10258,15-01-2019 12:40,4,31.25
2,1182,2ID10258,15-01-2019 12:40,17,228.5
1,1183,1ID10259,15-01-2019 11:23,18,139.75
1,1183,1ID10259,15-01-2019 11:23,5,144.75
2,1184,2ID10260,15-01-2019 13:37,19,247.25
1,1185,1ID10261,15-01-2019 12:08,18,139.75
1,1185,1ID10261,15-01-2019 12:08,18,197
2,1186,2ID10262,15-01-2019 14:24,12,106
2,1186,2ID10262,15-01-2019 14:24,14,204.5
2,1186,2ID10262,15-01-2019 14:24,2,260.75
2,1186,2ID10262,15-01-2019 14:24,22,147.25
2,1186,2ID10262,15-01-2019 14:24,13,106
2,1187,2ID10263,15-01-2019 15:24,2,260.75
2,1187,2ID10263,15-01-2019 15:24,5,260.75
1,1188,1ID10264,15-01-2019 14:08,5,157.25
1,1188,1ID10264,15-01-2019 14:08,11,189.75
1,1188,1ID10264,15-01-2019 14:08,15,194.75
1,1189,1ID10265,15-01-2019 16:03,1,139.75
1,1189,1ID10265,15-01-2019 16:03,13,253.25
1,1189,1ID10265,15-01-2019 16:03,17,263.25
1,1189,1ID10265,15-01-2019 16:03,17,263.25
2,1190,2ID10266,15-01-2019 18:57,18,147.25
2,1190,2ID10266,15-01-2019 18:57,17,197.25
2,1191,2ID10267,15-01-2019 20:30,4,178.5
2,1191,2ID10267,15-01-2019 20:30,10,147.25
1,1192,1ID10268,16-01-2019 08:07,20,999.75
1,1192,1ID10268,16-01-2019 08:07,20,999.75
1,1192,1ID10268,16-01-2019 08:07,20,999.75
2,1193,2ID10269,16-01-2019 10:34,2,197.25
2,1193,2ID10269,16-01-2019 10:34,2,197.25
2,1194,2ID10270,16-01-2019 11:58,8,254.5
2,1194,2ID10270,16-01-2019 11:58,14,204.5
3,1195,3ID10271,16-01-2019 11:15,1,137.25
3,1195,3ID10271,16-01-2019 11:15,1,137.25
3,1196,3ID10272,16-01-2019 11:25,4,197
3,1197,3ID10273,16-01-2019 11:27,3,198.25
2,1002,2ID10274,16-01-2019 12:51,17,254.5
2,1002,2ID10274,16-01-2019 12:51,8,97.25
3,1198,3ID10275,16-01-2019 12:01,3,192
3,1198,3ID10275,16-01-2019 12:01,1,137.25
3,1074,3ID10276,16-01-2019 12:26,16,27.25
3,1074,3ID10276,16-01-2019 12:26,17,197.25
3,1044,3ID10277,16-01-2019 12:37,1,206
2,1199,2ID10278,16-01-2019 15:30,2,197.25
2,1199,2ID10278,16-01-2019 15:30,7,197.25
1,1200,1ID10279,16-01-2019 14:16,2,263.25
1,1200,1ID10279,16-01-2019 14:16,20,29.75
1,1200,1ID10279,16-01-2019 14:16,12,253.25
3,1201,3ID10280,16-01-2019 15:44,2,242
3,1202,3ID10281,16-01-2019 16:27,2,197.25
3,1202,3ID10281,16-01-2019 16:27,20,27.25
3,1202,3ID10281,16-01-2019 16:27,10,87.25
3,1202,3ID10281,16-01-2019 16:27,15,192.25
2,1203,2ID10282,16-01-2019 17:48,11,197.25
